char,cj,wubi98,wubi86,sijiao,zhengma,terra,bopomofo,flypy,ms,zrm,sogou,abc,ziguang,moqi_aux,xh_aux,zrm_aux,lvl
㔎,山十尸竹,bttv,btwv,20227,,xie4,ㄒㄧㄝˋ,xp,xx,xx,xx,xx,xd,cd,,dx,
㔏,一口中弓|重一口中弓,dddj,dddj,12600,,li4|luo3,ㄌㄧˋ|ㄌㄨㄛˇ,li|lo,li|lo,li|lo,li|lo,li|lo,li|lo,ud,,dl,
㔑,廿十尸竹,atnv,awnv,44227,,chi4,ㄔˋ,ii,ii,ii,ii,ei,ai,cd,,dx,
㔒,山月中弓|重重山月中,mwyj,mwyj,22200,,xi2,ㄒㄧˊ,xi,xi,xi,xi,xi,xi,ud,,ds,
㔓,竹十大尸,tfet,tfln,24427,,jian3,ㄐㄧㄢˇ,jm,jm,jm,jm,jw,jf,ql,,lq,
㔕,人弓大尸,ret,rnln,84027,,ji2,ㄐㄧˊ,ji,ji,ji,ji,ji,ji,ql,,lq|lr,
㔗,中弓大尸,xje|xjet,xjln,54027,,fei4|bei4|fu2,ㄈㄟˋ|ㄅㄟˋ|ㄈㄨˊ,fw|bw|fu,fz|bz|fu,fz|bz|fu,fz|bz|fu,fq|bq|fu,fk|bk|fu,fl,,lf,
㔘,山山大尸,bme|bmet,bmln,24727,,chu4,ㄔㄨˋ,iu,iu,iu,iu,eu,au,il,,li,
㔙,廿廿大尸|卜十卜十尸,uae|uaet,ualn,84427,,beng1,ㄅㄥ,bg,bg,bg,bg,bg,bt,bl,,lb,
㔚,竹口大尸|重重竹口大,tdet,tdln,24627,,jie2,ㄐㄧㄝˊ,jp,jx,jx,jx,jx,jd,ul,,lu,
㔜,月木大尸,ebet,ebln,24427,,ba2,ㄅㄚˊ,ba,ba,ba,ba,ba,ba,vl,,lf,
㔝,一月大尸|重一月大尸,gmh|gmhe,gmhl,14227,,liang3|liang2,ㄌㄧㄤˇ|ㄌㄧㄤˊ,ll,ld,ld,ld,lt,lg,ll,,ll,
㔞,竹心大尸,tfue,tful,24127,,kuai4,ㄎㄨㄞˋ,kk,ky,ky,ky,kc,ky,ql,,lg,
㔠,日女大尸,jqwe,jqwl,64727,,xia1|he2,ㄒㄧㄚ|ㄏㄜˊ,xx|he,xw|he,xw|he,xw|he,xd|he,xx|he,ol,,lh,
㔡,竹心大尸|重竹心大尸,tlre,tlql,24727,,bie1,ㄅㄧㄝ,bp,bx,bx,bx,bx,bd,,,,
㔢,女山大尸,xqce,xqcl,27427,,jue2|xue1,ㄐㄩㄝˊ|ㄒㄩㄝ,jt|xt,jt|xt,jt|xt,jt|xt,jm|xm,jn|xn,sl,,lj,
㔣,田田大尸,llle,llll,64627,,lei2,ㄌㄟˊ,lw,lz,lz,lz,lq,lk,tl,,ll,
㔤,十田大尸,pto|ptoe,ptol,34627,,xin4,ㄒㄧㄣˋ,xb,xn,xn,xn,xc,xy,bl,,lu,
㔥,田心大尸,lce|lcee,lcel,64227,,bai4|pi2,ㄅㄞˋ|ㄆㄧˊ,bd|pi,bl|pi,bl|pi,bl|pi,bl|pi,bp|pi,sl,,lb,
㔦,廿女大尸|重廿女大尸,ugye,udyl,84727,,yang3,ㄧㄤˇ,yh,yh,yh,yh,yh,ys,yl,,ly,
㔧,卜廿大尸,hlle,hall,24227,,lv4,ㄌㄩˋ,lv,ly,lv,ly,lv,lv,hl,,ll,
㔨,心中心月,quxe,quxe,27220,,bei4,ㄅㄟˋ,bw,bz,bz,bz,bq,bk,bo,,gb,
㔩,心土戈廿,qfcl,qfcl,27120,,e4,ㄜˋ,ee,oe,ee,oe,oe,oe,bm,,gg,
㔪,心卜田戈,qhlo,qhlo,27620,,lu3,ㄌㄨˇ,lu,lu,lu,lu,lu,lu,bd,,gl,
㔭,心日一人|重心日一人,xjgh,xjgh,26781,,che4,ㄔㄜˋ,ie,ie,ie,ie,ee,ae,bz,,bu,
㔮,廿人戈月心,akgx,akfx,42812,,nuo2,ㄋㄨㄛˊ,no,no,no,no,no,no,cb,,hn,
㔯,尸金口|尸竹弓口,awkd,amkd,71716,,xuan2|suan3,ㄒㄩㄢˊ|ㄙㄨㄢˇ,xr|sr,xr|sr,xr|sr,xr|sr,xp|sp,xl|sl,kk,,kk|ky,
㔰,尸弓戈卜,aqh|aqhi,aqhi,71713,,heng2,ㄏㄥˊ,hg,hg,hg,hg,hg,ht,kb,,kw,
㔱,尸竹難人,aewi,avwi,71718,,yu3,ㄩˇ,yu,yu,yu,yu,yu,yu,kr,,ky,
㔳,尸人戈弓|尸人尸弓|重尸人戈弓|重尸人尸弓,awvw,ayvm,71711,,gui3,ㄍㄨㄟˇ,gv,gv,gv,gv,gm,gn,kj,,kj,
㔴,尸田廿金,alaw,alaw,71718,,yi4,ㄧˋ,yi,yi,yi,yi,yi,yi,kg,,ky,
㔵,尸口山金|尸口女金,annw,annw,71718,,xuan3,ㄒㄩㄢˇ,xr,xr,xr,xr,xp,xl,kg,,ks,
㔶,尸卜十金,aujm,aujm,71718,,gong4|gan3,ㄍㄨㄥˋ|ㄍㄢˇ,gs|gj,gs|gj,gs|gj,gs|gj,gs|gj,gh|gr,kb,,kg,
㔷,尸一人月,agmw,agmw,71712,,lou4,ㄌㄡˋ,lz,lb,lb,lb,lb,lz,kn,,kb,
㔸,尸竹卜弓|尸竹卜山,arhw,arhm,71711,,ti1,ㄊㄧ,ti,ti,ti,ti,ti,ti,,,,
㔹,十大尸,fet,fln,44027,,le4,ㄌㄜˋ,le,le,le,le,le,le,ul,,ul,
㔺,十心十,fafj,fafj,40714,,shi4,ㄕˋ,ui,ui,ui,ui,vi,ii,uu,,uu,
㔼,手土十,rwyf,rwyf,50401,,sun3,ㄙㄨㄣˇ,sy,sp,sp,sp,sn,sm,fu,,ut,
㔽,重重卜田口|卜田口,hlk|hlkf,hlkf,21600,,yao4,ㄧㄠˋ,yc,yk,yk,yk,yk,yq,bk,,bh,
㔾,尸山|重重尸山,bnn,bnn,77712,,xian1|jie2,ㄒㄧㄢ|ㄐㄧㄝˊ,xm|jp,xm|jx,xm|jx,xm|jx,xw|jx,xf|jd,vv,,aa,
㔿,一女中,gnhk,gnhk,10720,,zou4,ㄗㄡˋ,zz,zb,zb,zb,zb,zz,aj,,aj,
㕁,大戈尸中,rdcb,qdcb,47720,,que4,ㄑㄩㄝˋ,qt,qt,qt,qt,qm,qn,xe,,ie|es,
㕂,一人戈弓,dwyn,dwyn,71227,,yin2|qin2,ㄧㄣˊ|ㄑㄧㄣˊ,yb|qb,yn|qn,yn|qn,yn|qn,yc|qc,yy|qy,iv,,ij,
㕃,一一十十|一一大十|一一廿,dgak,dgak,71241,,xi1,ㄒㄧ,xi,xi,xi,xi,xi,xi,,,,
㕄,一一女戈,dgxi,dgxi,71232,,zhi3,ㄓˇ,vi,vi,vi,vi,ai,ui,iy,,ih,
㕅,一田中,dlk,dlk,71256,,jia2,ㄐㄧㄚˊ,jx,jw,jw,jw,jd,jx,ij,,ij,
㕆,一十口|重一十口,ddd,ddd,71264,,hu4,ㄏㄨˋ,hu,hu,hu,hu,hu,hu,ig,,ig,
㕇,一卜廿,dud,dud,71218,,la1,ㄌㄚ,la,la,la,la,la,la,il,,il,
㕈,一卜竹女,dye|dyei,dyei,71232,,yi3,ㄧˇ,yi,yi,yi,yi,yi,yi,iy,,iy,
㕉,一人一口,dwgk,dwgk,71261,,ke4,ㄎㄜˋ,ke,ke,ke,ke,ke,ke,ik,,ih,
㕊,一戈十月,dsi,dgey,71227,,fu1,ㄈㄨ,fu,fu,fu,fu,fu,fu,if,,if,
㕋,一金,dqd,dqd,71219,,qin2,ㄑㄧㄣˊ,qb,qn,qn,qn,qc,qy,ij,,ij,
㕌,一日一戈,djgf,djgf,71241,,ai4,ㄞˋ,ai,ol,ai,ol,ol,op,ic,,id,
㕎,一土戈廿,dfcl,dfcl,71212,,ke4,ㄎㄜˋ,ke,ke,ke,ke,ke,ke,im,,ig,
㕏,一一廿十,dgkf,dgkf,71240,,chu2,ㄔㄨˊ,iu,iu,iu,iu,eu,au,id,,id,
㕐,一竹難火,deqo,dvqo,71227,,xie3|xie4,ㄒㄧㄝˇ|ㄒㄧㄝˋ,xp,xx,xx,xx,xx,xd,ih,,ix,
㕑,一土廿戈,dfkf,dfkf,71240,,chu2,ㄔㄨˊ,iu,iu,iu,iu,eu,au,ic,,iu,
㕒,一廿土戈,dugy,dugt,71253,,wei1,ㄨㄟ,ww,wz,wz,wz,wq,wk,iw,,iy,
㕕,戈戈|重重重戈戈,ccu,ccu,23732,,huan4,ㄏㄨㄢˋ,hr,hr,hr,hr,hp,hl,ss,,ss,
㕖,戈戈戈木,cccs,cccs,23904,,su4,ㄙㄨˋ,su,su,su,su,su,su,sm,,lm,
㕗,廿人戈|重廿人戈,ugqc,ugqc,82803,,you4,ㄧㄡˋ,yz,yb,yb,yb,yb,yz,ys,,sy,
㕙,戈水弓日戈|戈水尸竹戈,cwty,cwty,27413,,jun4,ㄐㄩㄣˋ,jy,jp,jp,jp,jn,jm,st,,tw,
㕚,水戈戈|重水戈戈,cui,cyyi,77343,,zhao3,ㄓㄠˇ,vc,vk,vk,vk,ak,uq,yd,,id,
㕛,水水|重重重水水,ccu,ccu,77407,,xu4,ㄒㄩˋ,xu,xu,xu,xu,xu,xu,yy,,yy,
㕜,中水|重中水,khcu,khcu,50407,,shi3,ㄕˇ,ui,ui,ui,ui,vi,ii,vy,,yv,
㕞,尸月水,nmhc,nmhc,77240,,shua1,ㄕㄨㄚ,ux,uw,uw,uw,vd,ix,uy,,yb,
㕟,卜月水,hma|hmac,hmac,27240,,kui4|kuai4,ㄎㄨㄟˋ|ㄎㄨㄞˋ,kv|kk,kv|ky,kv|ky,kv|ky,km|kc,kn|ky,by,,by|yc,
㕠,戈土水,uwyc,uwyc,30407,,shuang1,ㄕㄨㄤ,ul,ud,ud,ud,vt,ig,dy,,yv,
㕡,卜口水,hpgc,hpgc,27640,,he2,ㄏㄜˊ,he,he,he,he,he,he,bg,,yj,
㕢,重卜金水|卜金水,hpgc,hpgc,27840,,gai4|hai4,ㄍㄞˋ|ㄏㄞˋ,gd|hd,gl|hl,gl|hl,gl|hl,gl|hl,gp|hp,bb,,by|yb,
㕣,金口|重金口,wkf,wkf,80600,,yan3,ㄧㄢˇ,yj,yj,yj,yj,yj,yr,bk,,kb,
㕤,口大弓|重口大弓,kvn,kvn,64017,,qiu2,ㄑㄧㄡˊ,qq,qq,qq,qq,qr,qj,kj,,kj,
㕥,口人|重口人,kwy,kwy,68000,,shen1,ㄕㄣ,uf,uf,uf,uf,vf,iw,kr,,kr,
㕦,口大,kdu,kdu,60804,,hua4,ㄏㄨㄚˋ,hx,hw,hw,hw,hd,hx,kd,,kd,
㕧,口尸,knt,knt,67007,,xi1,ㄒㄧ,xi,xi,xi,xi,xi,xi,ku,,ku,
㕨,口竹弓戈,kwyy,kmyy,67010,,fan4,ㄈㄢˋ,fj,fj,fj,fj,fj,fr,kf,,kf,
㕩,口手十,kdhh,kdhh,65000,,pang4,ㄆㄤˋ,ph,ph,ph,ph,ph,ps,kf,,kf,
㕪,口中月山,kpqn,kpqn,64012,,dan3,ㄉㄢˇ,dj,dj,dj,dj,dj,dr,ke,,ka|ky,
㕫,口卜竹尸,kyt,kyn,60027,,fang3|feng1,ㄈㄤˇ|ㄈㄥ,fh|fg,fh|fg,fh|fg,fh|fg,fh|fg,fs|ft,kf,,kf,
㕬,口金戈,kwcy,kwcy,68032,,gong1|song4,ㄍㄨㄥ|ㄙㄨㄥˋ,gs|ss,gs|ss,gs|ss,gs|ss,gs|ss,gh|sh,kg,,kg,
㕭,口竹大,ktdy,ktdy,62084,,ao1|ao4,ㄠ|ㄠˋ,ao,ok,ao,ok,ok,oq,ky,,ky,
㕮,口金大,kwry,kwqy,68040,,fu3,ㄈㄨˇ,fu,fu,fu,fu,fu,fu,kf,kx,kf,3.0
㕯,人月口,mwkd,mwkd,40227,,ne4,ㄋㄜˋ,ne,ne,ne,ne,ne,ne,nk,,kn,
㕰,口竹手山,ken,ktfn,62014,,xue4|ma5,ㄒㄩㄝˋ|ㄇㄚ˙,xt|ma,xt|ma,xt|ma,xt|ma,xm|ma,xn|ma,km,,km,
㕱,口戈大山,kdny,kdnn,63012,,you2,ㄧㄡˊ,yz,yb,yb,yb,yb,yz,ky,,ky,
㕲,口木|重口木,ksy,ksy,64090,,hua2|ying2,ㄏㄨㄚˊ|ㄧㄥˊ,hx|yk,hw|y;,hw|yy,hw|y;,hd|yy,hx|y;,km,,km,
㕴,口月竹弓,kpwn,kpmn,67017,,chen2,ㄔㄣˊ,if,if,if,if,ef,aw,kj,,kr,
㕵,口一土|重口一土,kgg,kgg,61014,,guo2,ㄍㄨㄛˊ,go,go,go,go,go,go,kw,,kw,
㕶,口一木一,kgg,kgg,61012,,ňg5,ňㄍ˙,ňg,ňg,ňg,ňg,ňg,ňg,,,,
㕷,口竹日,krg,krg,66002,,hua4|pa1,ㄏㄨㄚˋ|ㄆㄚ,hx|pa,hw|pa,hw|pa,hw|pa,hd|pa,hx|pa,kb,,kb,
㕸,口卜廿,kug,kug,60018,,li4,ㄌㄧˋ,li,li,li,li,li,li,kl,,kl,
㕹,口戈大水|口戈大大,kdcy,kdcy,63047,,fa2,ㄈㄚˊ,fa,fa,fa,fa,fa,fa,ky,,kb,
㕺,口口一女尸,kkgn,kkgn,66027,,xiao1,ㄒㄧㄠ,xn,xc,xc,xc,xz,xb,kk,,lk,
㕻,卜火口,ydh|ydhk,yikf,00609,,pou3,ㄆㄡˇ,pz,pb,pb,pb,pb,pz,dk,,df,
㕽,口女戈人,knyw,knyw,68000,,si4,ㄙˋ,si,si,si,si,si,si,kr,,ky,
㖀,口中手,kvg|kvgh,kvfh,65007,,le4,ㄌㄜˋ,le,le,le,le,le,le,ky,,ky,
㖁,口大大戈,krdc,kqdc,64032,,lin4,ㄌㄧㄣˋ,lb,ln,ln,ln,lc,ly,ks,,ks,
㖂,口中田心,kjnt,kjnt,65006,,yi4,ㄧˋ,yi,yi,yi,yi,yi,yi,ky,,ky,
㖃,口竹一口,krgk,krgk,62061,,hou3|hou4,ㄏㄡˇ|ㄏㄡˋ,hz,hb,hb,hb,hb,hz,kk,,kh,
㖅,口戈竹一,kdgg,kdgt,63050,,xu4,ㄒㄩˋ,xu,xu,xu,xu,xu,xu,ka,,kx,
㖆,口廿田|重口廿田,kmag,kmag,65060,,qu2,ㄑㄩˊ,qu,qu,qu,qu,qu,qu,kq,,kq,
㖇,口一月中,kdmj,kdmj,61027,,er2,ㄦˊ,er,or,er,or,or,oj,ke,,ke,
㖊,口尸一戈|重口尸一戈,kvfy,kvfy,67047,,xun2,ㄒㄩㄣˊ,xy,xp,xp,xp,xn,xm,,,,
㖏,口日土,kjfg,kjfg,66014,,nie4,ㄋㄧㄝˋ,np,nx,nx,nx,nx,nd,kt,,kn|kt,
㖐,口口尸大,kkv|kkvt,kkvt,66507,,wei3,ㄨㄟˇ,ww,wz,wz,wz,wq,wk,ky,,ly,
㖑,口戈廿,kaa|kaah,kaah,63050,,xie4,ㄒㄧㄝˋ,xp,xx,xx,xx,xx,xd,kc,,kj,
㖒,口金弓竹,kuxt,kuxt,68027,,ti2,ㄊㄧˊ,ti,ti,ti,ti,ti,ti,kd,,kd,
㖓,口竹水十,ktdh,ktdh,67054,,hong2,ㄏㄨㄥˊ,hs,hs,hs,hs,hs,hh,kf,,kf,
㖔,口竹大口|口一大口,kgdk,kgdk,61068,,tun3,ㄊㄨㄣˇ,ty,tp,tp,tp,tn,tm,kk,,kt,
㖕,口卜廿十,kuh,kuh,60041,,nie4|xin1,ㄋㄧㄝˋ|ㄒㄧㄣ,np|xb,nx|xn,nx|xn,nx|xn,nx|xc,nd|xy,kx,,kx,
㖖,重卜十口|卜十口,ukf,ukf,00604,,nie4,ㄋㄧㄝˋ,np,nx,nx,nx,nx,nd,xk,,kx,
㖗,口山人弓,kmwn,kmwn,62027,,yin2,ㄧㄣˊ,yb,yn,yn,yn,yc,yy,kv,,kc,
㖘,口一一女,kdfe,kdfe,61032,,zhen1,ㄓㄣ,vf,vf,vf,vf,af,uw,ki,,ki,
㖞,口口人月,kkm|kkmw,kkmw,66027,,wai1,ㄨㄞ,wd,wl,wl,wl,wl,wp,kn,,kg,
㖟,口月月水|重重口月月,kepc,kepc,62047,,shou4,ㄕㄡˋ,uz,ub,ub,ub,vb,iz,ky,,ku,
㖠,口大一火,kdfi,kdfi,64091,,nuo4,ㄋㄨㄛˋ,no,no,no,no,no,no,ku,,kn,
㖡,口卜人大,kywy,kywy,60047,,ye4,ㄧㄝˋ,ye,ye,ye,ye,ye,ye,kw,,ky,
㖢,口戈卜心,koh|kohx,kyhx,60012,,qi2,ㄑㄧˊ,qi,qi,qi,qi,qi,qi,kb,,kc,
㖣,口卜廿口,kuk|kukg,kukg,60061,,tou4,ㄊㄡˋ,tz,tb,tb,tb,tb,tz,kk,,kp,
㖤,口山弓水,kbi|kbib,kbib,67072,,han2,ㄏㄢˊ,hj,hj,hj,hj,hj,hr,ku,,kh,
㖥,口田竹木,klt|klty,klty,66000,,jun4,ㄐㄩㄣˋ,jy,jp,jp,jp,jn,jm,kh,,kj,
㖦,口木田,ksjg,kgji,65096,,dong3,ㄉㄨㄥˇ,ds,ds,ds,ds,ds,dh,kd,,kd,
㖧,口竹心日,kqa|kqaj,kqaj,62064,,hun1|wen3,ㄏㄨㄣ|ㄨㄣˇ,hy|wf,hp|wf,hp|wf,hp|wf,hn|wf,hm|ww,ko,,kh,
㖨,口弓一水|口女弓水,kvi|kviy,kviy,67099,,lu4,ㄌㄨˋ,lu,lu,lu,lu,lu,lu,ku,,kl,
㖩,口尸十水|重口尸十水,kbcy,kbcy,67040,,ju1|sou3,ㄐㄩ|ㄙㄡˇ,ju|sz,ju|sb,ju|sb,ju|sb,ju|sb,ju|sz,ky,,kq,
㖪,口戈口一,kakg,kakg,63050,,huo4|guo2|xu4,ㄏㄨㄛˋ|ㄍㄨㄛˊ|ㄒㄩˋ,ho|go|xu,ho|go|xu,ho|go|xu,ho|go|xu,ho|go|xu,ho|go|xu,ka,,kh,
㖫,口土金水,kfwt,kfwt,64047,,ling2,ㄌㄧㄥˊ,lk,l;,ly,l;,ly,l;,kw,,kl,
㖭,口竹大心|口一大心,kgdn,kgdn,61038,,tian3,ㄊㄧㄢˇ,tm,tm,tm,tm,tw,tf,kx,,kt,
㖮,口人一月,kwga,kwga,68027,,lun2,ㄌㄨㄣˊ,ly,lp,lp,lp,ln,lm,kc,,kl,
㖵,口月一金,khwy,khwy,67081,,ge2,ㄍㄜˊ,ge,ge,ge,ge,ge,ge,,,,
㖶,口一田土|重口一田土,ksfg,ksfg,61014,,yan1|ye4|yin1,ㄧㄢ|ㄧㄝˋ|ㄧㄣ,yj|ye|yb,yj|ye|yn,yj|ye|yn,yj|ye|yn,yj|ye|yc,yr|ye|yy,kt,,ky,
㖷,口日一人,kjgh,kjgh,66081,,shi2|ti2,ㄕˊ|ㄊㄧˊ,ui|ti,ui|ti,ui|ti,ui|ti,vi|ti,ii|ti,kz,,ku,
㖸,口卜心一|重口卜心一,khag,khag,61014,,xue2|nia1,ㄒㄩㄝˊ|ㄋㄧㄚ,xt|nx,xt|nw,xt|nw,xt|nw,xm|nd,xn|nx,ke,,kn,
㖹,口金尸廿,kwvl,kwvl,68012,,pen1|fen4,ㄆㄣ|ㄈㄣˋ,pf|ff,pf|ff,pf|ff,pf|ff,pf|ff,pw|fw,km,,kp,
㖺,口手大日,kdwj,kdwj,65068,,chun3,ㄔㄨㄣˇ,iy,ip,ip,ip,en,am,ko,,ki,
㖻,口弓竹木,kcns,kcbs,67094,,niu2|rou4,ㄋㄧㄡˊ|ㄖㄡˋ,nq|rz,nq|rb,nq|rb,nq|rb,nr|rb,nj|rz,km,,kr,
㖼,口廿一木,kfs|kfsy,kafs,64094,,duo3,ㄉㄨㄛˇ,do,do,do,do,do,do,km,,km,
㖽,口一月金|重口一月金,kdmy,kdmy,61086,,ze2,ㄗㄜˊ,ze,ze,ze,ze,ze,ze,ky,,ky,
㖾,口口廿山,kkut,kkut,66407,,e4,ㄜˋ,ee,oe,ee,oe,oe,oe,kn,,ln,
㖿,口尸十中,kbbh,kbbh,67027,,xie2|ye2,ㄒㄧㄝˊ|ㄧㄝˊ,xp|ye,xx|ye,xx|ye,xx|ye,xx|ye,xd|ye,ke,,ky,
㗀,口山女戈,kmx|kmxx,kxxm,62070,,you1,ㄧㄡ,yz,yb,yb,yb,yb,yz,,,,
㗁,口口口尸,kkkn,kkkn,66027,,e4,ㄜˋ,ee,oe,ee,oe,oe,oe,kk,,ke,
㗂,口火竹山,kith,kith,69062,,sheng3,ㄕㄥˇ,ug,ug,ug,ug,vg,it,ko,,ku,
㗃,口口心日,kna|knaj,knaj,67064,,wen3|hun1,ㄨㄣˇ|ㄏㄨㄣ,wf|hy,wf|hp,wf|hp,wf|hp,wf|hn,ww|hm,ko,,kh,
㗄,口田中尸,kly|klyt,klyn,66027,,ku1,ㄎㄨ,ku,ku,ku,ku,ku,ku,kf,,kf,
㗅,口十口月,kdeg,kdeg,67020,,hu2,ㄏㄨˊ,hu,hu,hu,hu,hu,hu,ko,,kh,
㗆,口廿中十,kafh,kafh,64056,,ge2,ㄍㄜˊ,ge,ge,ge,ge,ge,ge,kg,,kg,
㗇,口口尸水,knhc,knhc,67047,,xia2|ya5,ㄒㄧㄚˊ|ㄧㄚ˙,xx|ya,xw|ya,xw|ya,xw|ya,xd|ya,xx|ya,ky,,kj,
㗈,口弓月尸,kcee,kcel,67027,,man4,ㄇㄢˋ,mj,mj,mj,mj,mj,mr,kl,,ky,
㗉,手竹竹水口,dhvk,dhvk,57604,,lve4|e4,ㄌㄩㄝˋ|ㄜˋ,lt|ee,lt|oe,lt|ee,lt|oe,lm|oe,ln|oe,fk,,qg,
㗊,口口口口|重口口口口,kkkk,kkkk,66660,,ji2|lei2,ㄐㄧˊ|ㄌㄟˊ,ji|lw,ji|lz,ji|lz,ji|lz,ji|lq,ji|lk,kk,,ll,
㗋,口弓一大,kqd|kqdd,kqdd,67084,,hou2,ㄏㄡˊ,hz,hb,hb,hb,hb,hz,ku,,kh,
㗌,口十一土,kpgf,kpgf,63014,,zhi4,ㄓˋ,vi,vi,vi,vi,ai,ui,kt,,ku,
㗏,口一火一|重口一火一,kdhh,kgih,61011,,wai1,ㄨㄞ,wd,wl,wl,wl,wl,wp,,,,
㗑,口竹手十,krdf,krdf,61050,,bai5,ㄅㄞ˙,bd,bl,bl,bl,bl,bp,kf,,kb,
㗒,口卜口女|重口卜口女,kye|kyey,kyey,60032,,ai4,ㄞˋ,ai,ol,ai,ol,ol,op,kk,,ka,
㗓,口卜竹口,ktnp,kwnp,67037,,zhui1,ㄓㄨㄟ,vv,vv,vv,vv,am,un,,,,
㗔,口卜心大|重口卜心大,khyy,khay,61040,,qian1,ㄑㄧㄢ,qm,qm,qm,qm,qw,qf,,,,
㗕,口廿廿月,kamf,kfjf,65047,,gou4|gou1,ㄍㄡˋ|ㄍㄡ,gz,gb,gb,gb,gb,gz,kr,,kg,
㗖,口月竹難,keeg,kevg,62077,,dan4,ㄉㄢˋ,dj,dj,dj,dj,dj,dr,kj,,ky,
㗗,口尸竹田十,kerf,klrf,66440,,bei1,ㄅㄟ,bw,bz,bz,bz,bq,bk,ku,,bb|lb,
㗘,口戈月戈,ksfy,kgef,63042,,bo2,ㄅㄛˊ,bo,bo,bo,bo,bo,bo,kc,,kf,
㗙,口心山山,kqbt,kqbt,67027,,chu1|na4|zhou1,ㄔㄨ|ㄋㄚˋ|ㄓㄡ,iu|na|vz,iu|na|vb,iu|na|vb,iu|na|vb,eu|na|ab,au|na|uz,kc,,ki,
㗚,口一田木|重口一田木,kssy,kssy,61094,,li4,ㄌㄧˋ,li,li,li,li,li,li,km,,kl,
㗛,口竹竹大,ktt|kttd,kttd,68084,,xiao4,ㄒㄧㄠˋ,xn,xc,xc,xc,xz,xb,ky,,kx,
㗜,口卜女田,kyx|kyxl,kyxl,60063,,xiu4,ㄒㄧㄡˋ,xq,xq,xq,xq,xr,xj,kt,,ki,
㗢,口竹土尸,ktge,ktgl,64027,,hong2|dong4|hong4,ㄏㄨㄥˊ|ㄉㄨㄥˋ|ㄏㄨㄥˋ,hs|ds,hs|ds,hs|ds,hs|ds,hs|ds,hh|dh,kl,,kd,
㗣,口大心月,kaq|kaqh,kaqh,64027,,ti4,ㄊㄧˋ,ti,ti,ti,ti,ti,ti,kj,,kd,
㗤,戈火口|重戈火口,dhik,dhik,53600,,cu4,ㄘㄨˋ,cu,cu,cu,cu,cu,cu,wk,,kq,
㗥,口卜木中|重口卜木中,kybb,kybb,67027,,kuo4|guo1,ㄎㄨㄛˋ|ㄍㄨㄛ,ko|go,ko|go,ko|go,ko|go,ko|go,ko|go,ke,,kg,
㗦,口尸十中|重口尸十中,kbq|kbqb,kbqb,67020,,lao2,ㄌㄠˊ,lc,lk,lk,lk,lk,lq,ke,,kl,
㗧,口十金土,kpwf,kpwf,63014,,zhi4|die2,ㄓˋ|ㄉㄧㄝˊ,vi|dp,vi|dx,vi|dx,vi|dx,ai|dx,ui|dd,kt,,kv,
㗨,尸水口,atdk,atdk,77604,,xie1|ai3,ㄒㄧㄝ|ㄞˇ,xp|ai,xx|ol,xx|ai,xx|ol,xx|ol,xd|op,kk,,ky,
㗩,口尸一日,knr|knrg,knrg,67062,,xi1,ㄒㄧ,xi,xi,xi,xi,xi,xi,kb,,kx,
㗫,口月人火,kwfi,kwfi,67091,,qie4,ㄑㄧㄝˋ,qp,qx,qx,qx,qx,qd,ku,,kj,
㗬,火月口弓弓,ipkq,ipkq,90207,,zha1,ㄓㄚ,va,va,va,va,aa,ua,xx,,ud,
㗭,口竹木心,kton,kton,62039,,xi1,ㄒㄧ,xi,xi,xi,xi,xi,xi,,,,
㗰,口竹人人|重口竹人人,ktw|ktwh,ktwh,68081,,cong2,ㄘㄨㄥˊ,cs,cs,cs,cs,cs,ch,kz,,kc,
㗱,口人土木,kwys,kwys,60094,,ji2,ㄐㄧˊ,ji,ji,ji,ji,ji,ji,km,,kj,
㗲,口中土一,kvf|kvfg,kvfg,65016,,huo4,ㄏㄨㄛˋ,ho,ho,ho,ho,ho,ho,ka,,kh,
㗳,口竹人口,ktwk,ktwk,68061,,ta3|da1,ㄊㄚˇ|ㄉㄚ,ta|da,ta|da,ta|da,ta|da,ta|da,ta|da,kk,,kd,
㗴,口日弓月,kueg,kueg,67020,,yan2,ㄧㄢˊ,yj,yj,yj,yj,yj,yr,ko,,kx,
㗵,口火火人,koow,koow,67082,,xu4,ㄒㄩˋ,xu,xu,xu,xu,xu,xu,kq,,ki,
㗶,口弓人水,kwxc,kwxc,62047,,po1,ㄆㄛ,po,po,po,po,po,po,,,,
㗷,口十廿人|重口十廿人,kpam,kpfm,63082,,sai3,ㄙㄞˇ,sd,sl,sl,sl,sl,sp,kb,,kb,
㗻,口卜月月|重口卜月月,kmnp,kmnp,67032,,guo1,ㄍㄨㄛ,go,go,go,go,go,go,kk,,kg,
㗼,口廿金木,kouf,kogw,62095,,ye4,ㄧㄝˋ,ye,ye,ye,ye,ye,ye,kw,,ky,
㗽,女中口,xtyk,xtyk,27602,,xiang3,ㄒㄧㄤˇ,xl,xd,xd,xd,xt,xg,xk,,kx,
㗾,口廿十心,kafx,kafx,64010,,xue1,ㄒㄩㄝ,xt,xt,xt,xt,xm,xn,kb,,kx,
㗿,口日弓口,kusk,kusk,67020,,he2|xia4|xia1,ㄏㄜˊ|ㄒㄧㄚˋ|ㄒㄧㄚ,he|xx,he|xw,he|xw,he|xw,he|xd,he|xx,kk,,ke,
